timestamp,ICAO,CIAD,Aeródromo,Cidade,UF,Status,NOTAM,Debug
2019-04-18T04:13:19.772320-03:00,SNEL,MS0204,Fazenda Joá,CAARAPÓ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:24.671320-03:00,SSON,MS0315,Fazenda Joalice,TACURU,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:28.695321-03:00,SIJE,MS0089,Fazenda Joana Estância,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:33.172286-03:00,SNII,MS0210,Fazenda Joazeiro,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:38.118284-03:00,SSXQ,MS0349,Fazenda Jota III,INOCÊNCIA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:43.411320-03:00,SWJB,MT0357,Fazenda Jubá,TANGARÁ DA SERRA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:48.081323-03:00,SJJH,MT0184,Fazenda Juína,CAMPOS DE JÚLIO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:53.484284-03:00,SIWO,RO0014,Fazenda Juliana,CHUPINGUAIA,RO,OK,[],{'response_status_code': 200}
2019-04-18T04:13:58.669361-03:00,SSJM,MS0291,Fazenda Júlio Martins,CHAPADÃO DO SUL,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:03.260322-03:00,SNIV,MG0151,Fazenda Jumari,IPIAÇU,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:14:07.646320-03:00,SSJP,PR0081,Fazenda Junqueira,COLORADO,PR,OK,[],{'response_status_code': 200}
2019-04-18T04:14:12.811323-03:00,SJUJ,MT0226,Fazenda Juruna,PEIXOTO DE AZEVEDO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:17.415321-03:00,SJUO,GO0088,Fazenda Juscelândia,JUSSARA,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:14:22.576285-03:00,SWZQ,GO0153,Fazenda Jussara,SANTA FÉ DE GOIÁS,GO,OK,"['F0706/19  N  17/04/2019 17:48 \n AREA PERIGOSA (VOO LIVRE) COORD 151740.00S0503219.00W, 152527.00S0492825.00W, 154920.00S0491439.00W, 161851.00S0493647.00W, 163707.00S0501708.00W, 161823.00S0503341.00W, 154857.00S0503811.00W ACT \n \n  SFC \n  FL090 \n  01/06/19 13:00 a 28/08/19 21:00 UTC \n  DLY 1300-2100']",{'response_status_code': 200}
2019-04-18T04:14:27.133321-03:00,SSHL,PR0078,Fazenda Jussara,JUSSARA,PR,OK,[],{'response_status_code': 200}
2019-04-18T04:14:31.919359-03:00,SJYD,RO0020,Fazenda Kajussol,ALTA FLORESTA D'OESTE,RO,OK,[],{'response_status_code': 200}
2019-04-18T04:14:37.291284-03:00,SDMW,GO0041,Fazenda Karajá,NOVA CRIXÁS,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:14:42.846360-03:00,SSKH,MS0299,Fazenda Karl Hermann Isenberg,ARAL MOREIRA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:46.742320-03:00,SDHC,SP0105,Fazenda Koga,GETULINA,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:14:50.960360-03:00,SWFK,MS0374,Fazenda Kurupay,ANGÉLICA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:55.959313-03:00,SIXF,MS0140,Fazenda Lageado,TRÊS LAGOAS,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:01.057320-03:00,SSBX,MS0253,Fazenda Lageado,COXIM,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:06.663323-03:00,SSBM,MS0249,Fazenda Lageado,DOIS IRMÃOS DO BURITI,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:11.038321-03:00,SIZL,SP0201,Fazenda Lagoa,SÃO PEDRO DO TURVO,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:15:16.486286-03:00,SJIN,MT0183,Fazenda Lagoa Baia da Saudade,COCALINHO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:21.135320-03:00,SDOA,MA0013,Fazenda Lagoa da Floresta,BARRA DO CORDA,MA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:25.788320-03:00,SWPE,MT0378,Fazenda Lagoa da Mata,CARLINDA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:29.683313-03:00,SNLA,PA0096,Fazenda Lagoa das Antas,CANAÃ DOS CARAJÁS,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:35.007321-03:00,SDWI,PE0012,Fazenda Lagoa do Cavalo,GRAVATÁ,PE,OK,[],{'response_status_code': 200}
2019-04-18T04:15:39.356284-03:00,SSTX,MG0189,Fazenda Lagoa dos Patos,RIACHO DOS MACHADOS,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:15:43.468324-03:00,SNXK,PA0111,Fazenda Lagoa do Triunfo,SÃO FÉLIX DO XINGU,PA,OK,['G0320/19  N  19/03/2019 19:14 \n AREA PERIGOSA (OBST MORRO VIOLANDO A SUPERFICIE DO PLANO BASICO DA ZONA DE PROTECAO DO AD) CENTRO COORD 063411.17S/0524551.07W RAIO 1NM ACT \n \n  SFC \n  1119FT AMSL \n  19/03/19 19:14 a 15/06/19 23:59 UTC'],{'response_status_code': 200}
2019-04-18T04:15:48.334320-03:00,SWZG,MT0446,Fazenda Lagoa Encantada,PORTO ESPERIDIÃO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:52.980321-03:00,SWZO,MT0448,Fazenda Lagoa Funda,CAMPO VERDE,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:57.001359-03:00,SIQZ,PI0024,Fazenda Lagoa Serena,JOSÉ DE FREITAS,PI,OK,[],{'response_status_code': 200}
2019-04-18T04:16:02.696336-03:00,SDZV,MT0075,Fazenda Lagoa Vermelha,GUIRATINGA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:16:07.003764-03:00,SJUH,MG0134,Fazenda Lagoinha,PEDRINÓPOLIS,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:16:15.212767-03:00,SNZY,MG0175,Fazenda Lago Vermelho,BURITIZEIRO,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:16:22.019803-03:00,SJIP,MS0169,Fazenda Laguna,ELDORADO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:29.016729-03:00,SDZF,DF0003,Fazenda Lamarão,BRASÍLIA,DF,OK,[],{'response_status_code': 200}
2019-04-18T04:16:34.484946-03:00,SSQL,MG0187,Fazenda La Poveda,FELIXLÂNDIA,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:16:40.364947-03:00,SWLN,PI0043,Fazenda Laranjeiras,CURRAIS,PI,OK,[],{'response_status_code': 200}
2019-04-18T04:16:45.616946-03:00,SWLL,BA0181,Fazenda Liberdade,CORRENTINA,BA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:51.283946-03:00,SJLI,MA0029,Fazenda Liliani,BOM JARDIM,MA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:56.587949-03:00,SSAG,MS0244,Fazenda  Lobo,ÁGUA CLARA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:01.903946-03:00,SNNL,MT0258,Fazenda Locks,NOVA MARINGÁ,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:17:06.155950-03:00,SJQF,MT0209,Fazenda Londrina,CAMPO NOVO DO PARECIS,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:17:10.503946-03:00,SSEK,MS0262,Fazenda Lontra,RIBAS DO RIO PARDO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:15.849381-03:00,SSLD,MS0301,Fazenda Lourdes,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:20.873305-03:00,SSLP,MS0302,Fazenda Lucero Porã,PORTO MURTINHO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:25.590307-03:00,SJFM,MS0162,Fazenda Macuco,ELDORADO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:12:58.755286-03:00,SIMA,MT0106,Fazenda Mãe Margarida,SANTA RITA DO TRIVELATO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:02.750288-03:00,SNLB,AM0038,Fazenda Magdalena,LÁBREA,AM,OK,[],{'response_status_code': 200}
2019-04-18T04:13:07.154287-03:00,SWFM,GO0122,Fazenda Maiador,GOIANDIRA,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:13:11.685320-03:00,SIVO,MT0142,Fazenda Malu,BOM JESUS DO ARAGUAIA,MT,OK,"['Revogado INFOTEMP 1499/2018 \n AD INSERIR NO RMK: 1- O CIRCUITO DE TFC DEVERA SER REALIZADO SOMENTE PELO SECT N 2- CIRCUITO DE TFC PARA HEL NEG AVBL \n Duração:  17/12/18 18:44 a 15/11/23 23:59 UTC  | Divulgação: 17/12/2018 18:44', 'INFOTEMP 0189/2019 \n AD INSERIR NO RMK: 1- CIRCUITO DE TFC SOMENTE PELO SECT N (NORTE DO AD) 2- CIRCUITO DE TFC ACFT ASA FIXA E HEL DEVERAO REALIZAR HGT MNM 1000 FT SOBRE A ELEV DO AD \n Duração:  27/03/19 22:15 a 23/06/19 23:59 UTC  | Divulgação: 27/03/2019 22:09']",{'response_status_code': 200}
2019-04-18T04:13:15.997286-03:00,SNTD,MG0162,Fazenda Mamoneira,NATALÂNDIA,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:13:20.817285-03:00,SSYK,SP0264,Fazenda Mandaçaia,BURI,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:13:25.756285-03:00,SDNV,MS0041,Fazenda Manduri,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:29.251319-03:00,SWKR,GO0133,Fazenda Mangue Che II,ITARUMÃ,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:13:33.663285-03:00,SWMJ,MT0366,Fazenda Mano Julio,TAPURAH,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:38.453289-03:00,SWHL,MT0347,Fazenda Marabá ,CAMPO VERDE,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:43.627322-03:00,SINM,TO0020,Fazenda Maravilha,ARAPOEMA,TO,Aeródromo FECHADO até 23/09/19: INFOTEMP 0183/2019,"['Revogado INFOTEMP 0921/2018 \n COMPULSORIA COORDENACAO COM A RDO SINOP PARA ACFT OPR EM UM RAIO DE 27NM COM CENTRO AD SBSI. \n Duração:  04/10/18 00:00 a 31/12/19 23:59 UTC  | Divulgação: 01/10/2018 15:59', 'Revogado INFOTEMP 0896/2018 \n ACFT EM OPS DE POUSO E DECOLAGEM DEVERAO EFETUAR CTC COM A RDO SINOP NA FREQ 130.175MHZ \n Duração:  27/09/18 18:22 a 31/12/19 23:59 UTC  | Divulgação: 27/09/2018 20:19', 'INFOTEMP 0183/2019 \n AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO \n Duração:  28/03/19 00:00 a 23/09/19 23:59 UTC  | Divulgação: 26/03/2019 14:21']",{'response_status_code': 200}
2019-04-18T04:13:48.126285-03:00,SWWH,MS0400,Fazenda Marca Salto,ANGÉLICA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:53.322324-03:00,SSDQ,MS0259,Fazenda Marema,MIRANDA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:58.512286-03:00,SWOM,MS0389,Fazenda Marialva,NAVIRAÍ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:03.645320-03:00,SWNU,PA0147,Fazenda Maringá,IPIXUNA DO PARÁ,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:14:08.744290-03:00,SJMA,MS0176,Fazenda Marli,CAMAPUÃ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:13.327291-03:00,SIIN,RO0050,Fazenda Marrecão,SÃO MIGUEL DO GUAPORÉ,RO,OK,[],{'response_status_code': 200}
2019-04-18T04:14:17.770286-03:00,SNIX,MT0255,Fazenda Masutti,CAMPOS DE JÚLIO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:22.360320-03:00,SNIR,MA0038,Fazenda Mata Escura,PARNARAMA,MA,OK,[],{'response_status_code': 200}
2019-04-18T04:14:26.256288-03:00,SIQV,MT0120,Fazenda Matão,SAPEZAL,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:31.336287-03:00,SJTG,MS0416,Fazenda Matão,PORTO MURTINHO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:36.500286-03:00,SIMV,MG0104,Fazenda Mata Velha,UBERABA,MG,OK,"['F0691/19  N  15/04/2019 17:47 \n EXIBICAO AEREA (ESQUADRILHA DA FUMACA) SUBJ COOR APP UBERABA ACONTECERA 200219S0474616W (IGARAPAVA, SP) RAIO 9,5KM DNG \n \n  SFC \n  FL075 \n  11/05/19 18:15 a 11/05/19 20:15 UTC']",{'response_status_code': 200}
2019-04-18T04:14:41.601286-03:00,SIWQ,MS0137,Fazenda Mateira,SANTA RITA DO PARDO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:46.306286-03:00,SIOQ,MS0112,Fazenda Mato Alto,IGUATEMI,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:49.571286-03:00,SISW,MT0131,Fazenda Mato Grosso,CAMPOS DE JÚLIO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:54.005285-03:00,SIEO,MG0097,Fazenda Mendonça,SÃO SEBASTIÃO DO OESTE,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:14:58.857285-03:00,SSUK,SP0258,Fazenda Menina,ITAPURA,SP,OK,['Revogado INFOTEMP 0066/2019 \n AD CLSD DEVIDO NAO APRESENTACAO DE PLANO DE BASICO DE ZONA DE PROTECAO \n Duração:  29/01/19 16:19 a 27/07/19 23:59 UTC  | Divulgação: 29/01/2019 16:18'],{'response_status_code': 200}
2019-04-18T04:15:03.463286-03:00,SJTF,RO0018,Fazenda Mequens,ALTA FLORESTA D'OESTE,RO,OK,[],{'response_status_code': 200}
2019-04-18T04:15:08.960285-03:00,SSRR,MS0328,Fazenda Meu Ranchinho,PEDRO GOMES,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:13.223286-03:00,SIFM,MS0081,Fazenda Mimoso,CHAPADÃO DO SUL,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:17.435286-03:00,SDVM,MT0068,Fazenda Minas Gerais,PONTES E LACERDA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:21.746286-03:00,SDTW,MT0064,Fazenda Miragem,SAPEZAL,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:26.055287-03:00,SWMO,MT0367,Fazenda Mirandópolis,JUSCIMEIRA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:30.792286-03:00,SJMZ,BA0116,Fazenda Mizote,SÃO DESIDÉRIO,BA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:36.751285-03:00,SJOK,MS0178,Fazenda Modelo,ÁGUA CLARA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:42.305284-03:00,SDWM,PA0038,Fazenda Modelo,AURORA DO PARÁ,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:42.500285-03:00,SITM,,,,,Localidade cancelada,[],{'response_status_code': 200}
2019-04-18T04:15:47.453307-03:00,SSFM,PI0036,Fazenda Montani,BAIXA GRANDE DO RIBEIRO,PI,OK,[],{'response_status_code': 200}
2019-04-18T04:15:52.456323-03:00,SWGQ,MT0345,Fazenda Monte Alegre,NOVA OLÍMPIA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:57.602320-03:00,SDOY,PA0035,Fazenda Monte Dourado,SÃO FÉLIX DO XINGU,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:03.250286-03:00,SIYM,PR0053,Fazenda Montesion,TOLEDO,PR,OK,[],{'response_status_code': 200}
2019-04-18T04:16:07.544763-03:00,SNUW,MG0165,Fazenda Morada Bela,MORADA NOVA DE MINAS,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:16:15.777729-03:00,SIRH,MS0124,Fazenda Morada da Lua,COXIM,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:22.080729-03:00,SSOY,MT0304,Fazenda Morada do Sol,NOVA MARINGÁ,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:16:28.936731-03:00,SNYL,MT0278,Fazenda Morro Alto,NOVA CANAÃ DO NORTE,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:16:34.177951-03:00,SIRV,MT0127,Fazenda Morro Branco,PORTO ESPERIDIÃO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:16:40.333946-03:00,SIMO,PR0048,Fazenda Morro Vermelho,RIBEIRÃO CLARO,PR,OK,[],{'response_status_code': 200}
2019-04-18T04:16:45.537950-03:00,SDMV,SP0123,Fazenda Morro Vermelho,JAÚ,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:16:50.629946-03:00,SDOR,SP0131,Fazenda Mosquito,ORLÂNDIA,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:16:55.388947-03:00,SNFM,MT0249,Fazenda Mourão,COLNIZA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:17:00.251946-03:00,SDGM,MG0081,Fazenda Mucambo,BALDIM,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:17:04.666946-03:00,SWMQ,MT0368,Fazenda Muiraquitã,ARIPUANÃ,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:17:09.321923-03:00,SWBD,MS0364,Fazenda Mundo Acabado,SONORA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:13.838341-03:00,SSJL,RR0104,Fazenda Murará,BONFIM,RR,OK,[],{'response_status_code': 200}
2019-04-18T04:17:18.273342-03:00,SWLM,RO0031,Fazenda Mustang II,CANDEIAS DO JAMARI,RO,OK,[],{'response_status_code': 200}
2019-04-18T04:12:59.653320-03:00,SIMU,MS0102,Fazenda Mutum,ANAURILÂNDIA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:03.180335-03:00,SSNF,SP0253,Fazenda Naisa,COLÔMBIA,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:13:07.267320-03:00,SNNC,MS0219,Fazenda Namocoli,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:12.137320-03:00,SNZN,MS0242,Fazenda Naná Porã,SETE QUEDAS,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:13:16.905286-03:00,SNXZ,ND,Fazenda Nazaré,SANTA FILOMENA,PI,OK,[],{'response_status_code': 200}
2019-04-18T04:13:21.662320-03:00,SSFN,MS0269,Fazenda Nazaré,CORUMBÁ,MS,Aeródromo FECHADO até 14/05/19: INFOTEMP 0099/2019,['INFOTEMP 0099/2019 \n AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO \n Duração:  15/02/19 09:58 a 14/05/19 23:59 UTC  | Divulgação: 15/02/2019 09:58'],{'response_status_code': 200}
2019-04-18T04:13:26.703285-03:00,SWQN,MT0382,Fazenda Nego Velho  ,CASTANHEIRA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:31.413281-03:00,SINK,SP0188,Fazenda Negrinha,PARAPUÃ,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:13:36.248286-03:00,SNEG,MT0246,Fazenda Netolândia,TANGARÁ DA SERRA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:41.100320-03:00,SJNW,MT0197,Fazenda Nhandu,NOVO MUNDO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:13:46.222286-03:00,SWNC,AC0012,Fazenda Nictheroy,RIO BRANCO,AC,OK,[],{'response_status_code': 200}
2019-04-18T04:13:51.237320-03:00,SWYA,MT0434,Fazenda Nossa Senhora Aparecida,JACIARA,MT,OK,['INFOTEMP 1316/2018 \n RWY 02 AVBL SOMENTE PARA LDG E RWY 20 AVBL SOMENTE PARA TKOF \n Duração:  13/11/18 19:28 a 04/06/19 18:25 UTC  | Divulgação: 13/11/2018 19:28'],{'response_status_code': 200}
2019-04-18T04:13:56.059351-03:00,SWAU,MG0196,Fazenda Nossa Senhora Aparecida,PIRAJUBA,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:14:00.667281-03:00,SIAP,MT0077,Fazenda Nossa Senhora Aparecida,NOVA UBIRATÃ,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:05.410285-03:00,SJOA,MT0198,Fazenda Nossa Senhora Aparecida ,TAPURAH,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:09.831289-03:00,SNQS,MS0226,Fazenda Nossa Senhora Auxiliadora,IVINHEMA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:14.599359-03:00,SDSM,SP0142,Fazenda Nossa Senhora da Conceição,SÃO MANUEL,SP,OK,['Revogado INFOTEMP 1341/2018 \n OBST MONTADO (TORRE) COORD 224407S/0483250W ELEV 2800FT LGTD \n Duração:  19/11/18 17:29 a 30/06/19 23:59 UTC  | Divulgação: 19/11/2018 17:28'],{'response_status_code': 200}
2019-04-18T04:14:19.149324-03:00,SSDG,MT0283,Fazenda Nossa Senhora das Graças,SORRISO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:23.522286-03:00,SNNF,MS0220,Fazenda Nossa Senhora de Fátima,JARAGUARI,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:27.794320-03:00,SICM,MS0068,Fazenda Nossa Senhora de Fátima,BRASILÂNDIA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:32.959320-03:00,SIXO,MT0150,Fazenda Nossa Senhora de Fátima,COMODORO,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:38.189326-03:00,SWYR,MT0439,Fazenda Nossa Senhora do Pilar,JAURU,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:43.650320-03:00,SNNR,MS0221,Fazenda Nossa Senhora Medianeira,NAVIRAÍ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:14:47.925286-03:00,SWGT,GO0125,Fazenda Nova,JANDAIA,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:14:52.136320-03:00,SWTD,MT0405,Nova Agropecuária,NOVA BANDEIRANTES,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:14:57.111287-03:00,SJNA,SP0210,Fazenda Nova Aliança,GLICÉRIO,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:15:01.992320-03:00,SINV,GO0053,Fazenda Nova Baús,MINEIROS,GO,OK,[],{'response_status_code': 200}
2019-04-18T04:15:07.092286-03:00,SNZU,PA0121,Fazenda Nova Conceição,TOMÉ-AÇU,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:11.636286-03:00,SDND,SP0125,Fazenda Nova Damasco,NARANDIBA,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:15:16.489309-03:00,SJNH,PA0073,Fazenda Nova Esperança,SÃO FÉLIX DO XINGU,PA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:21.489287-03:00,SSNN,MT0301,Fazenda Nova Fartura,PLANALTO DA SERRA,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:26.275321-03:00,SDQG,SP0135,Fazenda Nova Floresta,CAIABU,SP,OK,[],{'response_status_code': 200}
2019-04-18T04:15:31.023320-03:00,SSDN,PI0035,Fazenda Nova Fonteira,BARREIRAS DO PIAUÍ,PI,OK,[],{'response_status_code': 200}
2019-04-18T04:15:35.670359-03:00,SWLH,MA0051,Fazenda Nova Holanda,BALSAS,MA,OK,[],{'response_status_code': 200}
2019-04-18T04:15:41.023286-03:00,SSAC,MT0279,Fazenda Nova Jerusalém,SORRISO,MT,OK,"['Revogado INFOTEMP 0913/2018 \n COMPULSORIO CTC COM A RDO SORRISO PARA ACFT OPR NA FIZ SORRISO  \n Duração:  05/10/18 00:00 a 31/12/19 23:59 UTC  | Divulgação: 01/10/2018 14:17', 'Revogado INFOTEMP 0887/2018 \n ACFT EM OPS DE POUSO E DECOLAGEM DEVERAO EFETUAR CTC COM A RDO SORRISO NA FREQ 130.35MHZ \n Duração:  27/09/18 15:43 a 31/12/19 23:59 UTC  | Divulgação: 27/09/2018 17:13']",{'response_status_code': 200}
2019-04-18T04:15:45.004286-03:00,SWZS,MT0450,Fazenda Nova Larga,CÁCERES,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:49.697319-03:00,SWYY,MT0442,Fazenda Nova Viena,BARRA DO GARÇAS,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:15:54.397360-03:00,SSNV,MS0312,Fazenda Novo Horizonte,CORUMBÁ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:15:59.633285-03:00,SSNR,MS0311,Fazenda Novo Horizonte,COXIM,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:05.343729-03:00,SSFO,MS0270,Fazenda Novo Horizonte,MIRANDA,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:11.303764-03:00,SSUI,TO0040,Fazenda Novo Horizonte,SANTA FÉ DO ARAGUAIA,TO,OK,[],{'response_status_code': 200}
2019-04-18T04:16:17.876730-03:00,SNZH,MG0173,Fazenda Novo Horizonte,JAÍBA,MG,OK,[],{'response_status_code': 200}
2019-04-18T04:16:25.001730-03:00,SSNI,MS0308,Fazenda Novo Rumo,NAVIRAÍ,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:29.703729-03:00,SWUW,MT0414,Fazenda Okuhara,BARRA DO BUGRES,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:16:34.920947-03:00,SIKZ,MA0022,Fazenda Olho D´Água,PARNARAMA,MA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:41.058970-03:00,SSOX,MS0318,Fazenda Olho D'Água,PEDRO GOMES,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:16:45.708985-03:00,SSAO,BA0149,Fazenda Olhos D'Água,BAIXA GRANDE,BA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:50.826985-03:00,SJOR,BA0119,Fazenda Onça do Barão,COCOS,BA,OK,[],{'response_status_code': 200}
2019-04-18T04:16:55.933908-03:00,SIOI,MS0109,Fazenda Onça Parda,NOVO HORIZONTE DO SUL,MS,Aeródromo FECHADO até 30/06/19: INFOTEMP 1520/2018,"['Revogado INFOTEMP 1521/2018 \n AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO \n Duração:  28/12/18 22:42 a 30/06/19 23:59 UTC  | Divulgação: 28/12/2018 22:40', 'INFOTEMP 1520/2018 \n AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO \n Duração:  28/12/18 22:42 a 30/06/19 23:59 UTC  | Divulgação: 28/12/2018 22:40', 'Revogado INFOTEMP 0969/2018 \n AD CLSD DEVIDO NAO APRESENTACAO DO PLANO BASICO DE ZONA DE PROTECAO \n Duração:  16/10/18 18:16 a 31/12/19 23:59 UTC  | Divulgação: 16/10/2018 18:16']",{'response_status_code': 200}
2019-04-18T04:17:00.114908-03:00,SSOZ,MS0319,Fazenda Onça Parda,ANTÔNIO JOÃO,MS,OK,[],{'response_status_code': 200}
2019-04-18T04:17:04.581948-03:00,SIOM,BA0092,Fazenda Orquídeas,BARREIRAS,BA,OK,[],{'response_status_code': 200}
2019-04-18T04:17:09.140911-03:00,SDHS,MT0037,Fazenda Ouro Branco ,PORTO DOS GAÚCHOS,MT,OK,[],{'response_status_code': 200}
2019-04-18T04:17:13.504342-03:00,SNVY,MS0231,Fazenda Ouro Verde,PARANHOS,MS,OK,[],{'response_status_code': 200}
